Source,Target,Type,Id,Label,timeset,Weight
"Паулучи",Tsar_Alexander_I_of_Russia,Directed,5932,,,2
Prince_Nesvitsky,адъютант13_2_1_,Directed,5933,,,1
Dunyasha (Bolkonsky maid),Princess_Mariya_Bolkonskaya,Directed,5934,,,3
little Andryusha,Pierre_Bezukhov,Directed,5935,,,1
Prince_Nesvitsky,Pierre_Bezukhov,Directed,5936,,,3
4,viscount,Directed,6725,,,1
Nikolai_Rostov,лакей1_1_2_,Directed,5938,,,2
Count_Kirill_Bezukhov,Pierre_Bezukhov,Directed,5939,,,1
4,Pierre_Bezukhov,Directed,6726,,,18
esaul Lovaysky,Tikhon_Shtcherbatov,Directed,5941,,,1
Chekmar,Count_Ilya_Rostov,Directed,5942,,,4
"штабный товарищ4_2_4_",кавалергардский офицер4_2_4_,Directed,5943,,,1
Sonya_Rostova,Луиза Ивановна,Directed,5944,,,1
Prince_Nikolay_Bolkonsky,NatashaRostova,Directed,5945,,,3
"генерал6_2_1_",свитский офицер6_2_1_,Directed,5946,,,1
"Диммлер",NatashaRostova,Directed,5947,,,1
Captain_Ramballe,Gerasim,Directed,5948,,,1
Countess_Natalya_Rostova,Диммлер,Directed,5949,,,1
bereiter,Pierre_Bezukhov,Directed,5950,,,4
Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,Anatole_Kuragin,Directed,5951,,,2
Yakov_Alpatych,Wife_of_Alpatych,Directed,5952,,,2
4,дама2_3_1_,Directed,6727,,,1
Nikolai_Rostov,Zherkov,Directed,5954,,,1
Fedor_Ivanovich_Dolokhov,Zherkov,Directed,5955,,,13
Nikolai_Rostov,little Natasha,Directed,5956,,,1
General_Mack,Mikhail_Ilarionovich_Kutuzov,Directed,5957,,,1
4,Anna_Pavlovna_Scherer,Directed,6718,,,28
"другой офицер21_2_3_",Pierre_Bezukhov,Directed,5959,,,1
Petya_Rostov,Лихачев,Directed,5961,,,8
"лекарша13_2_1_",AndreyBolkonsky,Directed,5962,,,2
Joseph_Alexeevich_Bazdeev,слуга1_2_2_,Directed,5963,,,1
"майор13_3_3_",NatashaRostova,Directed,5964,,,2
Count_Ilya_Rostov,Princess_Mariya_Bolkonskaya,Directed,5965,,,2
Ilagin,hunter,Directed,5966,,,1
Nikolai_Rostov,Ilagin,Directed,5967,,,3
"солдаты14_3_1_",адъютант14_3_1_,Directed,5968,,,1
"полковник21_2_2_",Лазарев,Directed,5969,,,1
Vera_Rostova,AndreyBolkonsky,Directed,5970,,,6
"француз33_3_3_",Pierre_Bezukhov,Directed,5971,,,3
Nikolai_Rostov,денщик Телянина4_2_1_,Directed,5972,,,1
Anatole_Kuragin,Гаврило,Directed,5973,,,1
Napoleon_Bonaparte,Balashev,Directed,5975,,,28
"офицер7_2_1_",девушка-немка7_2_1_,Directed,5976,,,1
"доктор13_1_3_",Nikolai_Rostov,Directed,5977,,,1
Anna_Pavlovna_Scherer,AndreyBolkonsky,Directed,5978,,,4
Nikolai_Rostov,Ilyin,Directed,5979,,,4
regimental commander,Михайло Митрич (батальонный командир),Directed,5980,,,4
"женщина33_3_3_",Pierre_Bezukhov,Directed,5981,,,3
Prince_Dolgorukov,Prince_Bagration,Directed,5982,,,2
"офицерик31_2_3_",полковник31_2_3_,Directed,5983,,,1
Prince_Nikolay_Bolkonsky,Count_Rostopchin,Directed,5984,,,5
"Савельич",Pierre_Bezukhov,Directed,5985,,,3
Princess_Anna_Mikhaylovna_Drubetskaya,Marya_Lvovna_Karagina,Directed,5987,,,5
old priest,дама18_1_1_,Directed,5988,,,2
Pierre_Bezukhov,собачонка15_3_4_,Directed,5989,,,1
Pyotr_Nikolaitch_Shinshin,NatashaRostova,Directed,5990,,,2
Pierre_Bezukhov,солдат31_2_3_,Directed,5991,,,1
NatashaRostova,Marya_Dmitriyevna_Akhrosimova,Directed,5992,,,13
Pierre_Bezukhov,Count_Bennigsen,Directed,5993,,,2
"генерал19_2_1_",Богданыч,Directed,5994,,,3
Nikolai_Rostov,доктор13_1_3_,Directed,5996,,,1
HeleneKuragin,Pierre_Bezukhov,Directed,5997,,,13
Count_Rostopchin,Boris_Drubetskoy,Directed,5998,,,1
"солдат 88_4_4_",Макеев,Directed,5999,,,1
"дипломат7_2_2_",l'homme à l'esprit profond,Directed,6000,,,1
4,Aline_Kuragina,Directed,6728,,,1
"Сперанский",AndreyBolkonsky,Directed,6002,,,12
Anatole_Kuragin,Prince_Nikolay_Bolkonsky,Directed,6003,,,2
AndreyBolkonsky,Timohin,Directed,6004,,,4
Pierre_Bezukhov,Joseph_Alexeevich_Bazdeev,Directed,6006,,,11
Pierre_Bezukhov,HeleneKuragin,Directed,6007,,,10
Helene's lady companion,HeleneKuragin,Directed,6008,,,1
"генерал20_2_2_",Nikolai_Rostov,Directed,6010,,,1
"губернатор4_2_3_",Yakov_Alpatych,Directed,6011,,,4
Prince_Dolgorukov,AndreyBolkonsky,Directed,6012,,,12
Prince_Bagration,адъютант17_2_1_,Directed,6013,,,1
AndreyBolkonsky,Prince_Kozlovsky,Directed,6014,,,3
Prince_Nikolay_Bolkonsky,Pierre_Bezukhov,Directed,6015,,,3
NatashaRostova,Countess_Natalya_Rostova,Directed,6016,,,78
AndreyBolkonsky,Anna_Pavlovna_Scherer,Directed,6017,,,7
"генерал3_5_2_",Count_Rostopchin,Directed,6018,,,4
AndreyBolkonsky,NatashaRostova,Directed,6019,,,23
"камердинер14_3_3_",старушка14_3_3_,Directed,6020,,,1
Nikolai_Rostov,Princess_Mariya_Bolkonskaya,Directed,6021,,,38
Count_Rostopchin,адъютант 25_3_3_,Directed,6022,,,1
Pyotr_Nikolaitch_Shinshin,Count_Ilya_Rostov,Directed,6023,,,2
Dunyasha,NatashaRostova,Directed,6024,,,5
"один из офицеров21_2_2_",Nikolai_Rostov,Directed,6025,,,1
Prince_Bagration,Prince_Dolgorukov,Directed,6026,,,2
"Богданыч",Count_Ilya_Rostov,Directed,6027,,,2
"кто-то20_2_2_",Nikolai_Rostov,Directed,6028,,,1
Captain_Ramballe,Pierre_Bezukhov,Directed,6029,,,34
"гусар7_3_4_",Petya_Rostov,Directed,6030,,,1
"солдат9_4_4_",Captain_Ramballe,Directed,6031,,,1
Princess_Mariya_Bolkonskaya,предводитель8_2_3_,Directed,6032,,,1
4,Anatole_Kuragin,Directed,6729,,,3
Mikhail_Ilarionovich_Kutuzov,Paisi_Kaysarov,Directed,6034,,,2
Uncle,NatashaRostova,Directed,6035,,,9
Pierre_Bezukhov,Prince_Nesvitsky,Directed,6036,,,5
Count_Rostopchin,Mikhail_Ilarionovich_Kutuzov,Directed,6037,,,3
Mikhail_Ilarionovich_Kutuzov,Weyrother,Directed,6038,,,2
"откупщик23_1_3_",Tsar_Alexander_I_of_Russia,Directed,6039,,,1
Mikhail_Ilarionovich_Kutuzov,генерал15_2_3_,Directed,6040,,,4
Fedor_Ivanovich_Dolokhov,лакей17_5_2_,Directed,6041,,,1
"старичок14_2_3_",Dron_Zakharych,Directed,6042,,,1
Tsar_Alexander_I_of_Russia,Napoleon_Bonaparte,Directed,6043,,,1
4,Princess_Mariya_Bolkonskaya,Directed,6720,,,4
"фельдфебель8_4_4_",плясун8_4_4_,Directed,6045,,,2
NatashaRostova,графиня22_3_2_,Directed,6047,,,1
Nikolai_Rostov,Fedor_Ivanovich_Dolokhov,Directed,6048,,,16
Miloradovich,Tsar_Alexander_I_of_Russia,Directed,6049,,,1
"офицер21_2_2_",Nikolai_Rostov,Directed,6050,,,1
Countess_Natalya_Rostova,Marya_Lvovna_Karagina,Directed,6051,,,4
"екатериненский старик5_3_2_",Kochubey,Directed,6052,,,1
Mikhail_Ilarionovich_Kutuzov,Bolhovitinov,Directed,6054,,,5
Pierre_Bezukhov,Терентий,Directed,6055,,,1
"солдат13_2_4_",Pierre_Bezukhov,Directed,6056,,,1
"шутник12_3_1_",Тит,Directed,6057,,,1
Countess_Natalya_Rostova,девушка14_1_1_,Directed,6058,,,1
Napoleon_Bonaparte,Tsar_Alexander_I_of_Russia,Directed,6059,,,2
Pierre_Bezukhov,Lieutenant_Alphonse_Karlovich_Berg,Directed,6060,,,1
Bilibin,HeleneKuragin,Directed,6061,,,4
Petya_Rostov,Uncle,Directed,6062,,,1
Princess_Mariya_Bolkonskaya,Nikolai_Rostov,Directed,6063,,,35
"гусарские офицеры5_2_1_",Zherkov,Directed,6064,,,3
Countess_Natalya_Rostova,Princess_Anna_Mikhaylovna_Drubetskaya,Directed,6065,,,6
General_Davoust,Balashev,Directed,6066,,,3
"великий мастер4_2_2_",Pierre_Bezukhov,Directed,6067,,,3
NatashaRostova,Nastasya Ivanovna (buffoon),Directed,6068,,,1
Prince_Nesvitsky,другой6_2_1_,Directed,6069,,,1
AndreyBolkonsky,Emperor_Francis_I_of_Austria,Directed,6070,,,6
Pierre_Bezukhov,Anatole_Kuragin,Directed,6071,,,21
Anna_Pavlovna_Scherer,Aline_Kuragina,Directed,6074,,,1
Timohin,regimental commander,Directed,6075,,,8
"офицер18_3_1_",Nikolai_Rostov,Directed,6076,,,2
"задний36_2_3_",передний мужик36_2_3_,Directed,6077,,,1
Nikolai_Rostov,один из офицеров21_2_2_,Directed,6078,,,1
Count_Ilya_Rostov,HeleneKuragin,Directed,6079,,,1
Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,mademoiselle_Bourienne,Directed,6080,,,3
"полковник31_2_3_",адъютант31_2_3_,Directed,6081,,,1
AndreyBolkonsky,Sonya_Rostova,Directed,6082,,,1
Count_Ilya_Rostov,Marya_Dmitriyevna_Akhrosimova,Directed,6083,,,6
"девушка11_4_2_",вторая Мелюкова11_4_2_,Directed,6084,,,1
NatashaRostova,HeleneKuragin,Directed,6085,,,1
"австрийский генерал3_2_1_",Zherkov,Directed,6086,,,1
Anatole_Kuragin,более благоразумный человек6_1_1_,Directed,6087,,,2
Napoleon_Bonaparte,адъютант26_2_3_,Directed,6088,,,1
Pierre_Bezukhov,Anna_Pavlovna_Scherer,Directed,6089,,,3
"молодой солдат7_2_1_",дяденька7_2_1_,Directed,6090,,,1
NatashaRostova,Princess_Anna_Mikhaylovna_Drubetskaya,Directed,6091,,,5
Pierre_Bezukhov,Смольянинов (ритор),Directed,6092,,,9
"ефрейтор7_2_1_",Зикин,Directed,6093,,,1
Princess_Mariya_Bolkonskaya,Pierre_Bezukhov,Directed,6094,,,39
Hippolyte_Kuragin,viscount,Directed,6095,,,4
Pierre_Bezukhov,женщина33_3_3_,Directed,6096,,,1
AndreyBolkonsky,Антон,Directed,6097,,,1
Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,Princess_Mariya_Bolkonskaya,Directed,6098,,,23
"гайдук14_1_4_",Princess_Mariya_Bolkonskaya,Directed,6099,,,2
Nikolai_Rostov,NatashaRostova,Directed,6100,,,48
Nikolai_Rostov,Belova,Directed,6101,,,1
Michaud,Tsar_Alexander_I_of_Russia,Directed,6102,,,6
"аббат-иезуит6_3_3_",HeleneKuragin,Directed,6103,,,1
AndreyBolkonsky,Pierre_Bezukhov,Directed,6104,,,110
Marya_Dmitriyevna_Akhrosimova,девки6_5_2_,Directed,6105,,,1
Chekmar,кобель4_4_2_,Directed,6106,,,1
Petya_Rostov,Fedor_Ivanovich_Dolokhov,Directed,6107,,,8
"слуга2_2_2_",Joseph_Alexeevich_Bazdeev,Directed,6108,,,1
"Перонская",NatashaRostova,Directed,6109,,,9
"приближенные24_3_3_",Count_Rostopchin,Directed,6110,,,1
4,Princess_Anna_Mikhaylovna_Drubetskaya,Directed,6730,,,17
Pierre_Bezukhov,широкий солдат 31_2_3_,Directed,6112,,,1
"солдаты9_4_4_",Залетаев,Directed,6113,,,1
AndreyBolkonsky,Boris_Drubetskoy,Directed,6114,,,10
Boris_Drubetskoy,Vera_Rostova,Directed,6115,,,2
Countess_Natalya_Rostova,Vera_Rostova,Directed,6116,,,1
Pierre_Bezukhov,Boris_Drubetskoy,Directed,6117,,,10
Raevsky,Mikhail_Ilarionovich_Kutuzov,Directed,6119,,,1
"полк8_3_1_",Tsar_Alexander_I_of_Russia,Directed,6120,,,1
"казак7_3_4_",Petya_Rostov,Directed,6121,,,3
"часовой9_3_4_",Fedor_Ivanovich_Dolokhov,Directed,6122,,,2
Lieutenant_Alphonse_Karlovich_Berg,Pyotr_Nikolaitch_Shinshin,Directed,6123,,,2
Nikolai_Rostov,Pierre_Bezukhov,Directed,6124,,,10
Boris_Drubetskoy,AndreyBolkonsky,Directed,6125,,,2
Yermolov,Mikhail_Ilarionovich_Kutuzov,Directed,6126,,,2
Mikhail_Ilarionovich_Kutuzov,генерал 30_2_3_,Directed,6127,,,1
4,Лоррен,Directed,6731,,,2
Mavra_Kuzminishna,офицер13_3_3_,Directed,6129,,,1
"доктор17_2_2_",фельдшер17_2_2_,Directed,6130,,,3
Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,AndreyBolkonsky,Directed,6131,,,18
Prince_Nikolay_Bolkonsky,mademoiselle_Bourienne,Directed,6132,,,4
Nikolai_Rostov,мужики 14_2_3_,Directed,6133,,,1
AndreyBolkonsky,Weyrother,Directed,6134,,,1
"другой офицер6_2_1_",Prince_Nesvitsky,Directed,6135,,,2
young Nikolenka Bolkonsky,AndreyBolkonsky,Directed,6136,,,1
AndreyBolkonsky,лакей Петр1_3_2_,Directed,6137,,,1
Nikolai_Rostov,мужики 13_2_3_,Directed,6138,,,1
Count_Ilya_Rostov,Petya_Rostov,Directed,6139,,,4
"адъютант1_2_1_",regimental commander,Directed,6140,,,1
Pierre_Bezukhov,Timohin,Directed,6141,,,1
NatashaRostova,Nikolai_Rostov,Directed,6142,,,69
"адъютант13_2_1_",AndreyBolkonsky,Directed,6143,,,1
"горничная14_1_1_",Countess_Natalya_Rostova,Directed,6144,,,1
Pierre_Bezukhov,Captain_Ramballe,Directed,6145,,,12
Nikolai_Rostov,Prince_Bagration,Directed,6146,,,8
Pierre_Bezukhov,сенатов22_1_3_,Directed,6147,,,1
Princess_Mariya_Bolkonskaya,Dunyasha,Directed,6148,,,2
Pierre_Bezukhov,Petya_Rostov,Directed,6149,,,1
Julie_Karagina,Nikolai_Rostov,Directed,6150,,,2
Pierre_Bezukhov,Princess_Mariya_Bolkonskaya,Directed,6152,,,28
NatashaRostova,Sonya_Rostova,Directed,6153,,,93
"лакей Петр1_3_2_",AndreyBolkonsky,Directed,6154,,,1
Telyanin,Nikolai_Rostov,Directed,6156,,,16
Anatole_Kuragin,Балага,Directed,6157,,,5
"Данило Терентьич",Мишка,Directed,6158,,,1
Vera_Rostova,Countess_Natalya_Rostova,Directed,6159,,,4
"губернатор4_1_4_",Nikolai_Rostov,Directed,6160,,,1
Marya_Lvovna_Karagina,Count_Ilya_Rostov,Directed,6161,,,6
Nikolai_Rostov,мужик13_2_3_,Directed,6162,,,1
Belova,Countess_Natalya_Rostova,Directed,6163,,,1
Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,4,Directed,6732,,,4
Aline_Kuragina,HeleneKuragin,Directed,6165,,,2
"худой солдат21_2_1_",артиллеристы21_2_1_,Directed,6166,,,1
"эконом2_1_2_",Count_Ilya_Rostov,Directed,6167,,,1
NatashaRostova,Pyotr_Nikolaitch_Shinshin,Directed,6169,,,1
"вторая Мелюкова11_4_2_",девушка11_4_2_,Directed,6170,,,1
hunter2,Nikolai_Rostov,Directed,6171,,,1
Anatole_Kuragin,NatashaRostova,Directed,6172,,,9
Count_Ilya_Rostov,Pyotr_Nikolaitch_Shinshin,Directed,6173,,,2
"Пелагеюшка",AndreyBolkonsky,Directed,6174,,,5
NatashaRostova,Vera_Rostova,Directed,6175,,,3
Prince_Nikolay_Bolkonsky,Bolkonsky's architect,Directed,6176,,,3
"кто22_3_2_",AndreyBolkonsky,Directed,6177,,,1
"генерал3_5_2_",Boris_Drubetskoy,Directed,6178,,,4
Anatole_Kuragin,Pierre_Bezukhov,Directed,6179,,,15
Pierre_Bezukhov,Platon_Karataev,Directed,6180,,,11
Prince_Nikolay_Bolkonsky,Princess_Anna_Mikhaylovna_Drubetskaya,Directed,6181,,,1
"Макар Алексеевич",Gerasim,Directed,6182,,,2
Nikolai_Rostov,God,Directed,6183,,,2
Nikolai_Rostov,hunter2,Directed,6185,,,1
Julie_Karagina,ополченец17_2_3_,Directed,6186,,,4
Princess_Anna_Mikhaylovna_Drubetskaya,Countess_Natalya_Rostova,Directed,6187,,,17
"Захар",Nikolai_Rostov,Directed,6188,,,2
Ferapontov,Yakov_Alpatych,Directed,6189,,,11
AndreyBolkonsky,екатериненский старик5_3_2_,Directed,6190,,,1
AndreyBolkonsky,офицер13_2_1_,Directed,6191,,,3
"Богданыч",генерал19_2_1_,Directed,6192,,,2
"гусар7_2_1_",фурштатский солдат7_2_1_,Directed,6193,,,1
Pierre_Bezukhov,княжна18_2_3_,Directed,6194,,,5
"Макар Алексеевич",Pierre_Bezukhov,Directed,6195,,,1
"солдат9_2_1_",AndreyBolkonsky,Directed,6196,,,1
Princess_Anna_Mikhaylovna_Drubetskaya,4,Directed,6733,,,20
Mikhail_Ilarionovich_Kutuzov,Tsar_Alexander_I_of_Russia,Directed,6198,,,3
Uncle,Nikolai_Rostov,Directed,6199,,,5
Countess_Natalya_Rostova,Belova,Directed,6200,,,1
"дворецкий15_3_3_",Count_Ilya_Rostov,Directed,6201,,,2
Pierre_Bezukhov,масоны7_3_2_,Directed,6202,,,1
Lieutenant_Alphonse_Karlovich_Berg,AndreyBolkonsky,Directed,6203,,,2
l’homme de beaucoup de mérite,4,Directed,6734,,,1
Marya_Dmitriyevna_Akhrosimova,HeleneKuragin,Directed,6207,,,1
NatashaRostova,Диммлер,Directed,6208,,,2
Pierre_Bezukhov,капрал13_2_4_,Directed,6209,,,1
"Тит",берейтор18_3_1_,Directed,6210,,,2
Kochubey,AndreyBolkonsky,Directed,6211,,,2
Boris_Drubetskoy,Nikolai_Rostov,Directed,6212,,,30
"адъютант14_3_1_",солдаты14_3_1_,Directed,6213,,,1
"штаб-офицер21_2_1_",AndreyBolkonsky,Directed,6216,,,1
Nikolai_Rostov,Boris_Drubetskoy,Directed,6217,,,33
NatashaRostova,Danila,Directed,6218,,,1
Mikhail_Ilarionovich_Kutuzov,генерал6_4_4_,Directed,6219,,,2
Pfuel,Prince_Volkonsky,Directed,6220,,,2
Pierre_Bezukhov,кучер22_5_2_,Directed,6221,,,1
Fedor_Ivanovich_Dolokhov,француз15_2_1_,Directed,6222,,,4
"другой солдат7_2_1_",немец7_2_1_,Directed,6223,,,1
"Другой француз",француз15_2_1_,Directed,6224,,,1
Pierre_Bezukhov,Villarsky,Directed,6225,,,4
Nikolai_Rostov,Карп,Directed,6226,,,1
regimental commander,солдаты пехотного полка2_2_1_,Directed,6227,,,1
"солдат18_3_1_",Nikolai_Rostov,Directed,6228,,,2
Captain_Ramballe,солдаты9_4_4_,Directed,6229,,,1
AndreyBolkonsky,Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,Directed,6230,,,13
Nikolai_Rostov,Sonya_Rostova,Directed,6231,,,20
Pierre_Bezukhov,адъютант10_3_3_,Directed,6232,,,5
Zherkov,аудитор17_2_1_,Directed,6233,,,1
"другой31_2_3_",ополченцы31_2_3_,Directed,6234,,,1
Tushin's gunner,AndreyBolkonsky,Directed,6235,,,1
Staff_Captain_Tushin,Nikolai_Rostov,Directed,6236,,,6
Mikhail_Ilarionovich_Kutuzov,Yermolov,Directed,6237,,,5
Petya_Rostov,Count_Ilya_Rostov,Directed,6238,,,4
Countess_Natalya_Rostova,Nikolai_Rostov,Directed,6239,,,15
Count_Ilya_Rostov,Sonya_Rostova,Directed,6240,,,1
"Лихачев",Petya_Rostov,Directed,6241,,,8
Bilibin,Anna_Pavlovna_Scherer,Directed,6242,,,2
Princess_Anna_Mikhaylovna_Drubetskaya,Boris_Drubetskoy,Directed,6243,,,13
Pierre_Bezukhov,главноуправляющий13_4_4_,Directed,6244,,,1
Anna_Pavlovna_Scherer,4,Directed,6735,,,23
Aline_Kuragina,пожилая дама2_3_1_,Directed,6246,,,1
"Диммлер",Nikolai_Rostov,Directed,6247,,,3
Napoleon_Bonaparte,Репнин,Directed,6248,,,4
"Миша",NatashaRostova,Directed,6249,,,1
"толпа17_3_1_",Nikolai_Rostov,Directed,6250,,,1
"Гаврило",Anatole_Kuragin,Directed,6251,,,2
Tushin's gunner,Prince_Bagration,Directed,6252,,,1
Chekmar,Arakcheev,Directed,6253,,,1
Zherkov,генерал Штраух3_2_1_,Directed,6254,,,1
"аудитор17_2_1_",Zherkov,Directed,6255,,,3
"доктор37_2_3_",фельдшеры37_2_3_,Directed,6256,,,1
Tikhon_Shtcherbatov,esaul Lovaysky,Directed,6257,,,2
Mikhail_Ilarionovich_Kutuzov,офицеры6_4_4_,Directed,6258,,,1
Nikolai_Rostov,офицер18_3_1_,Directed,6259,,,2
"офицер9_3_4_",Fedor_Ivanovich_Dolokhov,Directed,6260,,,2
Yakov_Alpatych,губернатор4_2_3_,Directed,6261,,,1
Yakov_Alpatych,Ferapontov,Directed,6262,,,3
"офицер19_3_1_",другой офицер19_3_1_,Directed,6263,,,2
Prince_Dolgorukov,Nikolai_Rostov,Directed,6264,,,2
NatashaRostova,Мавруша,Directed,6265,,,1
Kirsten,Nikolai_Rostov,Directed,6266,,,13
"Бицкий",AndreyBolkonsky,Directed,6267,,,2
Princess_Anna_Mikhaylovna_Drubetskaya,Nikolai_Rostov,Directed,6268,,,1
Gerasim,Captain_Ramballe,Directed,6269,,,1
Marya_Dmitriyevna_Akhrosimova,NatashaRostova,Directed,6270,,,26
NatashaRostova,Поля,Directed,6271,,,1
"кто-то10_4_4_",Mikhail_Ilarionovich_Kutuzov,Directed,6272,,,1
Mikhail_Ilarionovich_Kutuzov,попадья16_2_3_,Directed,6273,,,1
"унтер-офицер31_2_3_",солдаты31_2_3_,Directed,6274,,,1
"казаки 5_3_4_",Tikhon_Shtcherbatov,Directed,6275,,,1
"старый солдат8_4_4_",солдаты8_4_4_,Directed,6276,,,1
"Демьян",AndreyBolkonsky,Directed,6277,,,1
"Валуев",Tsar_Alexander_I_of_Russia,Directed,6278,,,1
Zherkov,AndreyBolkonsky,Directed,6279,,,2
Pierre_Bezukhov,французы33_3_3_,Directed,6280,,,1
Nikolai_Rostov,governor's wife,Directed,6281,,,13
"Сидоров",солдаты15_2_1_,Directed,6282,,,1
Catiche(eldest princess),Princess_Anna_Mikhaylovna_Drubetskaya,Directed,6283,,,3
"Балага",Anatole_Kuragin,Directed,6284,,,8
"кучер18_2_3_",Pierre_Bezukhov,Directed,6285,,,2
Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,Hippolyte_Kuragin,Directed,6286,,,2
Yermolov,Raevsky,Directed,6287,,,1
"офицер9_2_1_",ямщик9_2_1_,Directed,6288,,,1
"адъютант11_3_1_",Tsar_Alexander_I_of_Russia,Directed,6289,,,1
1,AndreyBolkonsky,Directed,6660,,,5
Anna_Pavlovna_Scherer,Bilibin,Directed,6291,,,1
"управляющий16_3_3_",NatashaRostova,Directed,6292,,,1
Hippolyte_Kuragin,AndreyBolkonsky,Directed,6293,,,1
Mikhail_Ilarionovich_Kutuzov,Prince_Kozlovsky,Directed,6294,,,1
"Макарин",Anatole_Kuragin,Directed,6295,,,1
"штабный начальник4_2_3_",AndreyBolkonsky,Directed,6296,,,1
Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,хозяйка2_1_1_,Directed,6297,,,1
Pierre_Bezukhov,дворецкий18_3_3_,Directed,6298,,,1
"австрийский генерал3_2_1_",Mikhail_Ilarionovich_Kutuzov,Directed,6299,,,2
Pierre_Bezukhov,Fedor_Ivanovich_Dolokhov,Directed,6300,,,5
AndreyBolkonsky,Prince_Nikolay_Bolkonsky,Directed,6301,,,23
"Фока",NatashaRostova,Directed,6302,,,1
"люди16_3_3_",Countess_Natalya_Rostova,Directed,6303,,,1
Pierre_Bezukhov,Princess_Anna_Mikhaylovna_Drubetskaya,Directed,6304,,,2
"дворецкий14_3_3_",NatashaRostova,Directed,6305,,,1
"няня11_1_5_",NatashaRostova,Directed,6306,,,2
Count_Ilya_Rostov,эконом2_1_2_,Directed,6307,,,1
Lavrushka,Ilyin,Directed,6308,,,1
"генерал19_2_2_",Boris_Drubetskoy,Directed,6309,,,2
Mikhail_Ilarionovich_Kutuzov,AndreyBolkonsky,Directed,6310,,,28
"капрал11_2_4_",Pierre_Bezukhov,Directed,6311,,,2
"цыганка Матреша17_5_2_",nolabel,Directed,6312,,,1
Dron_Zakharych,Princess_Mariya_Bolkonskaya,Directed,6313,,,8
"альзасец10_3_1_",Nikolai_Rostov,Directed,6315,,,1
Pierre_Bezukhov,3,Directed,6713,,,1
"дама2_3_1_",4,Directed,6736,,,1
"плясун8_4_4_",солдаты8_4_4_,Directed,6318,,,1
Boris_Drubetskoy,Count_Rostopchin,Directed,6319,,,1
Yakov_Alpatych,AndreyBolkonsky,Directed,6320,,,4
Pierre_Bezukhov,чиновник10_3_3_,Directed,6321,,,2
"солдат15_2_1_",товарищ15_2_1_,Directed,6322,,,1
Miloradovich,апшеронцы15_3_1_,Directed,6323,,,1
Shcherbinin,Bolhovitinov,Directed,6324,,,5
"фельдфебель8_4_4_",солдат8_4_4_,Directed,6325,,,2
"один31_2_3_",Pierre_Bezukhov,Directed,6326,,,1
Timohin,AndreyBolkonsky,Directed,6327,,,10
"офицер12_1_3_",Nikolai_Rostov,Directed,6328,,,1
Anna_Pavlovna_Scherer,Anna_Pavlovna_Scherer,Directed,6329,,,1
Dunyasha (Bolkonsky maid),Ilyin,Directed,6330,,,1
"Сухтелен",Napoleon_Bonaparte,Directed,6331,,,1
NatashaRostova,Marya_Lvovna_Karagina,Directed,6332,,,1
Bilibin,Hippolyte_Kuragin,Directed,6333,,,1
"солдат31_2_3_",мужик31_2_3_,Directed,6334,,,1
Nikolai_Rostov,немец4_2_1_,Directed,6335,,,3
Shcherbinin,денщик16_2_4_,Directed,6336,,,4
Zherkov,гусарские офицеры5_2_1_,Directed,6337,,,3
Anatole_Kuragin,Yakov (Anatole's servant),Directed,6338,,,1
Prince_Dolgorukov,Bilibin,Directed,6340,,,2
Pyotr_Nikolaitch_Shinshin,Lieutenant_Alphonse_Karlovich_Berg,Directed,6341,,,3
Pierre_Bezukhov,Princess_Elisabeta__Lisa__Karlovna_Bolkonskaya,Directed,6342,,,3
"солдаты15_3_4_",казаки и гусары15_3_4_,Directed,6343,,,1
Fedor_Ivanovich_Dolokhov,Timohin,Directed,6344,,,1
Tikhon_Shtcherbatov,Petya_Rostov,Directed,6345,,,2
"шутник31_2_3_",Pierre_Bezukhov,Directed,6346,,,1
"пехотный офицер16_2_1_",Staff_Captain_Tushin,Directed,6347,,,2
Marya_Dmitriyevna_Akhrosimova,Count_Ilya_Rostov,Directed,6348,,,12
Vera_Rostova,NatashaRostova,Directed,6349,,,7
Danila,Count_Ilya_Rostov,Directed,6350,,,3
Count_Vasily_Orlov-Denisov,один из свиты6_2_4_,Directed,6352,,,1
Paisi_Kaysarov,Boris_Drubetskoy,Directed,6353,,,1
"Ефим",форейтор17_3_3_,Directed,6354,,,1
Princess_Anna_Mikhaylovna_Drubetskaya,княжна21_1_1_,Directed,6355,,,1
"субалтерн-офицер2_2_1_",Timohin,Directed,6356,,,1
Pierre_Bezukhov,Catiche(eldest princess),Directed,6358,,,9
Nastasya Ivanovna (buffoon),NatashaRostova,Directed,6359,,,1
"лакей1_1_2_",Nikolai_Rostov,Directed,6360,,,1
NatashaRostova,Pierre_Bezukhov,Directed,6361,,,63
"офицер6_2_1_",артиллерийская прислуга6_2_1_,Directed,6362,,,1
Staff_Captain_Tushin,солдат21_2_1_,Directed,6363,,,1
Yermolov,Capt._von_Toll,Directed,6364,,,1
